Epoch [0], last_lr: 0.00043, train_loss: 1.8347, val_loss: 1.8892, val_acc: 0.3375
Epoch [1], last_lr: 0.00051, train_loss: 1.4945, val_loss: 2.0905, val_acc: 0.3481
Epoch [2], last_lr: 0.00064, train_loss: 1.3099, val_loss: 1.7034, val_acc: 0.4671
Epoch [3], last_lr: 0.00082, train_loss: 1.1399, val_loss: 1.4804, val_acc: 0.5368
Epoch [4], last_lr: 0.00104, train_loss: 1.0170, val_loss: 1.5201, val_acc: 0.5575
Epoch [5], last_lr: 0.00132, train_loss: 0.9577, val_loss: 2.1139, val_acc: 0.4836
Epoch [6], last_lr: 0.00163, train_loss: 0.8949, val_loss: 3.3272, val_acc: 0.3799
Epoch [7], last_lr: 0.00199, train_loss: 0.8372, val_loss: 1.7288, val_acc: 0.5536
Epoch [8], last_lr: 0.00238, train_loss: 0.7797, val_loss: 1.6697, val_acc: 0.5724
Epoch [9], last_lr: 0.00280, train_loss: 0.7495, val_loss: 1.0276, val_acc: 0.6854
Epoch [10], last_lr: 0.00325, train_loss: 0.6881, val_loss: 0.9654, val_acc: 0.7054
Epoch [11], last_lr: 0.00372, train_loss: 0.6602, val_loss: 0.9490, val_acc: 0.7192
Epoch [12], last_lr: 0.00421, train_loss: 0.6299, val_loss: 1.1750, val_acc: 0.6789
Epoch [13], last_lr: 0.00470, train_loss: 0.6088, val_loss: 0.8742, val_acc: 0.7315
Epoch [14], last_lr: 0.00521, train_loss: 0.5780, val_loss: 1.1420, val_acc: 0.6876
Epoch [15], last_lr: 0.00571, train_loss: 0.5425, val_loss: 0.8089, val_acc: 0.7593
Epoch [16], last_lr: 0.00620, train_loss: 0.5145, val_loss: 0.8992, val_acc: 0.7388
Epoch [17], last_lr: 0.00669, train_loss: 0.4931, val_loss: 0.6933, val_acc: 0.7825
Epoch [18], last_lr: 0.00716, train_loss: 0.4645, val_loss: 0.8318, val_acc: 0.7654
Epoch [19], last_lr: 0.00761, train_loss: 0.4508, val_loss: 0.6750, val_acc: 0.7920
Epoch [20], last_lr: 0.00803, train_loss: 0.4384, val_loss: 0.7045, val_acc: 0.7858
Epoch [21], last_lr: 0.00842, train_loss: 0.4126, val_loss: 0.7821, val_acc: 0.7686
