Epoch [0], last_lr: 0.00043, train_loss: 1.6771, val_loss: 1.5055, val_acc: 0.4619
Epoch [1], last_lr: 0.00051, train_loss: 1.2583, val_loss: 1.3839, val_acc: 0.5353
Epoch [2], last_lr: 0.00064, train_loss: 1.0309, val_loss: 1.2799, val_acc: 0.5700
Epoch [3], last_lr: 0.00082, train_loss: 0.8931, val_loss: 0.8976, val_acc: 0.6899
Epoch [4], last_lr: 0.00104, train_loss: 0.7890, val_loss: 1.0766, val_acc: 0.6573
Epoch [5], last_lr: 0.00132, train_loss: 0.7050, val_loss: 0.8373, val_acc: 0.7266
Epoch [6], last_lr: 0.00163, train_loss: 0.6294, val_loss: 1.4594, val_acc: 0.6185
Epoch [7], last_lr: 0.00199, train_loss: 0.5671, val_loss: 0.8968, val_acc: 0.7263
Epoch [8], last_lr: 0.00238, train_loss: 0.5293, val_loss: 0.7112, val_acc: 0.7720
Epoch [9], last_lr: 0.00280, train_loss: 0.4858, val_loss: 0.7290, val_acc: 0.7792
Epoch [10], last_lr: 0.00325, train_loss: 0.4612, val_loss: 0.7158, val_acc: 0.7846
Epoch [11], last_lr: 0.00372, train_loss: 0.4458, val_loss: 1.3809, val_acc: 0.6642
Epoch [12], last_lr: 0.00421, train_loss: 0.4217, val_loss: 0.7210, val_acc: 0.7806
Epoch [13], last_lr: 0.00470, train_loss: 0.3823, val_loss: 0.7146, val_acc: 0.7914
Epoch [14], last_lr: 0.00521, train_loss: 0.3748, val_loss: 0.5310, val_acc: 0.8297
Epoch [15], last_lr: 0.00571, train_loss: 0.3492, val_loss: 0.6845, val_acc: 0.7958
Epoch [16], last_lr: 0.00620, train_loss: 0.3409, val_loss: 0.7548, val_acc: 0.7869
Epoch [17], last_lr: 0.00669, train_loss: 0.3266, val_loss: 0.4273, val_acc: 0.8616
Epoch [18], last_lr: 0.00716, train_loss: 0.3053, val_loss: 0.6560, val_acc: 0.8085
Epoch [19], last_lr: 0.00761, train_loss: 0.2968, val_loss: 0.5372, val_acc: 0.8387
Epoch [20], last_lr: 0.00803, train_loss: 0.2858, val_loss: 0.6903, val_acc: 0.7991
Epoch [21], last_lr: 0.00842, train_loss: 0.2617, val_loss: 0.5054, val_acc: 0.8498
Epoch [22], last_lr: 0.00877, train_loss: 0.2612, val_loss: 0.8163, val_acc: 0.7824
Epoch [23], last_lr: 0.00909, train_loss: 0.2438, val_loss: 0.4273, val_acc: 0.8665
Epoch [24], last_lr: 0.00936, train_loss: 0.2227, val_loss: 0.4511, val_acc: 0.8584
Epoch [25], last_lr: 0.00959, train_loss: 0.2116, val_loss: 0.4882, val_acc: 0.8542
Epoch [26], last_lr: 0.00977, train_loss: 0.2020, val_loss: 0.5155, val_acc: 0.8484
