Epoch [0], last_lr: 0.00043, train_loss: 2.1922, val_loss: 4.2516, val_acc: 0.1480
Epoch [1], last_lr: 0.00051, train_loss: 1.8792, val_loss: 2.8473, val_acc: 0.1945
Epoch [2], last_lr: 0.00064, train_loss: 1.7638, val_loss: 1.8759, val_acc: 0.2757
Epoch [3], last_lr: 0.00082, train_loss: 1.6298, val_loss: 2.6782, val_acc: 0.2438
Epoch [4], last_lr: 0.00104, train_loss: 1.5486, val_loss: 1.9960, val_acc: 0.3245
Epoch [5], last_lr: 0.00132, train_loss: 1.4334, val_loss: 6.1708, val_acc: 0.2433
Epoch [6], last_lr: 0.00163, train_loss: 1.3645, val_loss: 2.6083, val_acc: 0.3722
Epoch [7], last_lr: 0.00199, train_loss: 1.2463, val_loss: 4.3560, val_acc: 0.3032
Epoch [8], last_lr: 0.00238, train_loss: 1.1352, val_loss: 1.7269, val_acc: 0.4989
Epoch [9], last_lr: 0.00280, train_loss: 1.0775, val_loss: 2.7436, val_acc: 0.4240
Epoch [10], last_lr: 0.00325, train_loss: 1.0329, val_loss: 1.6368, val_acc: 0.5272
Epoch [11], last_lr: 0.00372, train_loss: 0.9761, val_loss: 3.7457, val_acc: 0.3346
Epoch [12], last_lr: 0.00421, train_loss: 0.9379, val_loss: 2.0011, val_acc: 0.5101
Epoch [13], last_lr: 0.00470, train_loss: 0.8829, val_loss: 2.9430, val_acc: 0.4127
Epoch [14], last_lr: 0.00521, train_loss: 0.8450, val_loss: 1.5118, val_acc: 0.5681
Epoch [15], last_lr: 0.00571, train_loss: 0.7972, val_loss: 1.4797, val_acc: 0.5830
Epoch [16], last_lr: 0.00620, train_loss: 0.7682, val_loss: 1.0940, val_acc: 0.6448
Epoch [17], last_lr: 0.00669, train_loss: 0.7467, val_loss: 1.3755, val_acc: 0.6065
Epoch [18], last_lr: 0.00716, train_loss: 0.7118, val_loss: 1.0290, val_acc: 0.6561
Epoch [19], last_lr: 0.00761, train_loss: 0.6874, val_loss: 2.3897, val_acc: 0.5588
Epoch [20], last_lr: 0.00803, train_loss: 0.6582, val_loss: 1.8422, val_acc: 0.5838
Epoch [21], last_lr: 0.00842, train_loss: 0.6275, val_loss: 0.9383, val_acc: 0.7156
Epoch [22], last_lr: 0.00877, train_loss: 0.5826, val_loss: 1.1275, val_acc: 0.6592
Epoch [23], last_lr: 0.00909, train_loss: 0.5599, val_loss: 1.1358, val_acc: 0.6799
Epoch [24], last_lr: 0.00936, train_loss: 0.5322, val_loss: 0.8569, val_acc: 0.7300
Epoch [25], last_lr: 0.00959, train_loss: 0.4984, val_loss: 1.0732, val_acc: 0.6843
Epoch [26], last_lr: 0.00977, train_loss: 0.4675, val_loss: 0.8903, val_acc: 0.7363
Epoch [27], last_lr: 0.00990, train_loss: 0.4589, val_loss: 1.0445, val_acc: 0.7132
Epoch [28], last_lr: 0.00997, train_loss: 0.4295, val_loss: 0.7558, val_acc: 0.7657
Epoch [29], last_lr: 0.01000, train_loss: 0.4108, val_loss: 0.9237, val_acc: 0.7262
Epoch [30], last_lr: 0.00999, train_loss: 0.3887, val_loss: 1.0783, val_acc: 0.7084
Epoch [31], last_lr: 0.00998, train_loss: 0.3540, val_loss: 0.8936, val_acc: 0.7499
Epoch [32], last_lr: 0.00995, train_loss: 0.3375, val_loss: 1.1110, val_acc: 0.7206
Epoch [33], last_lr: 0.00992, train_loss: 0.3170, val_loss: 0.8479, val_acc: 0.7609
Epoch [34], last_lr: 0.00987, train_loss: 0.3114, val_loss: 1.2237, val_acc: 0.6914
Epoch [35], last_lr: 0.00982, train_loss: 0.2836, val_loss: 0.7961, val_acc: 0.7735
Epoch [36], last_lr: 0.00975, train_loss: 0.2658, val_loss: 0.8643, val_acc: 0.7632
Epoch [37], last_lr: 0.00968, train_loss: 0.2497, val_loss: 0.8792, val_acc: 0.7800
